account,owner,MNGO,BTC,ETH,SOL,USDT,SRM,RAY,COPE,FTT,ADA,MSOL,BNB,AVAX,LUNA,GMT,USDC
CF7pZu9z2NSUtLkXeuqtMsvKsixAQp6vXuhHKHu8TzEe,BjKf92zatNfYJgCRDGfHYqhwubhiyJYWZTdPxknveEXT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148533856160
CFA68ZFYXx8Zg48bDLWA32fAaJtk7ieWRBqXK7xXvkfa,2xRHpaJWgABmteYwtJZG9bbFfxgGg8MVsXnFDmivNq5V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623093
CFBGsjRyX5NCe7NPCCfuJj9SpoaeRTr8jo1EUZC8QvDz,3d1Botrw38mDR9LpbtrgvVZD8cNZb3WNKRWn4uj7LHVx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957
CFCc6PE6ABpFRL3XFyRoYoi7GvvQV28emBujMpMjA3cU,8tgdUJju25tGWv14MkKpy6rYKhAf3i2PKCN4pHnEbiuL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330192292
CFFD15tBfi9PTLqDNfP6S4Uc1JT8wUCKgKmgDRZoib52,HS6Z9USNCM1fWQz397U3z29F8decFfsSCQ5LMFLTxZvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CFFbMcS89DAZypKm4bVq6JACSpPKrQB2JeTAwkNvSVwD,763jmKLALoKdy5eBz7p3TDcekMnCiALyLyn5fFBib1gi,11861294,0,0,220050801,0,0,0,0,0,0,582098,0,0,0,0,0
CFQF8i89mmNGJ2M2DehcnuyWSctGfm3oSEWrrNeq7Ghg,BCy3XXGuwFyirqp82QpTFW5Kaj9aj2CNJ6KoFSxEYyXj,0,0,0,36734316,0,0,0,0,0,0,0,0,0,0,0,0
CFQdyoACu9DeFBrwiWSNQUTUF4ywbvo2rK6bwk5Fe8pU,8F1ck2U2CHpZ8QfDRqj5UNKE7Qaddhqy7jz55wn3nZ55,0,0,0,260783707,0,0,0,0,0,0,0,0,0,0,0,0
CFR93RznekdWU5LrwBXAhszi9BEPAduabGgXN9mXB2AM,HUfVSSbgBvGcRGPh52Cpw4p4ksug2nqkcPNKrHyrfng,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CFRW6Y66yq8rTVT3B1cF6xWhCxWEkxCawnW8gsXrhQeJ,4JW7aG1qTuUzRVfeBphQXV3cuSRd2NBfhVh5QBYwuuKx,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
CFSDsJZvjgYUqNcPwebsbr4GSMeKa3XUjssuxAecvDEG,HH9sVxtS9JcqmqxAvQNHVwKhhk5iKW2MBuSD5mFjDrgR,0,0,0,32120109,0,0,0,0,0,0,0,0,0,0,0,0
CFSRv54TCX9NNR3DLkrh5FT3CAsLKqb6RoXXRXwYVLd4,8PCsbvAZs6tfiggBysJAu3BJooRdkGCZoVHET2umz6JS,0,0,0,2667543,0,0,0,0,0,0,0,0,0,0,0,0
CFVdGxD1pUX17PXpy75qQYRQJhKDJpqiXF6LshDMBxRT,FZbUMbXn62k3RL5KcUuDt1mQCTnkKdLMCdaBJE4T2niD,0,0,0,709076,0,0,0,0,0,0,0,0,0,0,0,0
CFWHCMAAwBtW2x2qkSH2FWKbfjjuw6NBhRXPnQHcaqip,FwBbcNaKhRv82juTtqJdvzHoYA3xPbA5cCZRKZyNSzxG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CFcVwoiUYy8hPMznHoRXsEJ4rKLD4RXBSbLhTeUMAgau,6pjJAzaBzh3XCAbLan8bE5HB7aYVyvD6YLEPFo1G8SXm,0,0,0,244099390,0,0,0,0,0,0,0,0,0,0,0,0
CFchENeF8BeodjUKDVhFpSggrrS6GwaHdFc49zRcZaYu,GaAVEMkaWYJiBPo1MmfRxCVgvjshQbcQJcUbA9Zg9g4x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CFhhpmU8oNZCdxr3KbFETmGRMhFBcVeHXkLdzwqzESvg,AqyWTcf98Yd3HquQuBjeYYh1Lqehj1pcHyxedwDaJUvX,5214990,0,0,4787235,0,211304,0,0,0,0,0,0,0,0,0,5756593
CFjBCGKfeazJWxuocE4fDZuMzV63jTAcC1iyxQjqQ3wv,5FXNwHZgs4TkXKFLV4mmEn8be7cRy64tLBhRcabbdaXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594
CFjK3eiMFsgLzv2ZUZKvhmdfs7LDTEpGtEZhW6FZKA3S,EiEtsEhexmZ45tyUouovqtDjYQQjAfdzPc46rP3oJmGS,0,0,0,35454137,0,0,0,0,0,0,0,0,0,0,0,0
CFjvmKoPBHUPTGT1DqBkNXFqe66Hy59SGx7P4QFN5uEk,5AX9nqLcoxdp8sH731CT9KzQhFpbF1U5i189eWP8HS6o,377235484,0,0,150865702758,0,0,0,0,0,0,0,0,0,0,0,0
CFk6PKhHBo256iS8cjwDajcJr2j7NwK98MtnXVSkQwNG,9PTfdRKexUERm114kWRKQZL1zZP72Lez4K9r8KBZx4FS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229022
CFoxTfSkRWkBLvRZ3AqXbNKjef1wavNttQyzJvAtNfi8,4veYP82Lw5ePfaPuv9usHhmkchtVQuKxaQG66th41rrH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33859999
CFrPM9Jde2asQt5RKB1XHaAzAoUZ9CirJegAg5C4RuU2,CmbJVTHKvCVnhbpu2ZAfS9EPFjVyVVCh4xYqD9QWEGWn,10941111,0,0,64,0,0,0,0,0,0,0,0,0,0,0,2
CFsMQFPSnqFQVdevCvpsTKiBqF3XguvNHsbX9EKMsGSc,BHDRVQJtnSmbaEU9jXgxv2rtmbFThjRzCBCvzV4vWW3r,0,0,0,10129826,0,0,0,0,0,0,0,0,0,0,0,0
CFsNiXPvQLY8qzUUgpHtqbCJX17KikuzqD5AxcHzGv8b,8KdjAYQMccaYPnC2ZLAbh4ksYwVRqZF32S1TgQPf3ZuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840
CFtBeHS41XQfLtnw6Z19C2WXjh4tsxJ5QU1orHkqkUej,9CdwbTz1yicsFV7KH5au3HJ23DDrisPKxR3DpCQDRC3s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021624
CFx8e6ChzjeqpbUB2H4jTsXEGqYfbMk8fmJDW8SLt1WZ,9pWVzCbuM1EnVRDqjUUWjEL3bV6qWLSxDfx7FtQNwUyL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900185521
CFxrU8JX1gK9scJW1Jp3up7KRJsbrwN2TKb4GqyT4we9,Ftek5YtYseZgaFw7nmDntXW5gKXTSsZR1RUKvivM7qrG,27084874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149427
CFz6nHoQkiRJrfhK3j1xyHnuhbyEe3HnR8Fig2135gG9,BnBDKk8QKpss6UbzHVvRyYN7C5GUBaH5M5Zb88fWyg5n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CG2jboiwfU89FmBY1f9NriRg2s9Kn4X6idk2utAJq5WT,DJgxMzsvgdXHopGt9pZhHxhpZMqsT5EmnXPiUf9Y4Uv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526
CG7mkV4mhcrGJu4Y1spjZ6758vNbcj2ZtsvM3PyJp7Rr,H4rd3RW1gEaW6ugYtDfZd7yvw7kAUcA8fD7MLqkgh9BA,152908632,0,0,40149422,0,0,0,0,0,0,0,0,0,0,0,2748450798
CGCzCrLNCJwX8dxS6Po9ADQvY9XbFM5e1ZVs8MPm7MiC,A1HSAqgfnezJV1dcfUsPG5mygqyPgpgDbwRD1PRAom1v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CGDp92i8HrcGHUgJAm4KicbXwyKTXRuL2ZCV9GwWTyUA,E1BUYeNrChBycaPuYpeWbgPwEYwZEc2C6q7fimGccbgx,129283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
CGJik7sxte4YNbDLaEHKLkwsCMMfx5P54GtexvtmD9d9,J1dQ9uP6kyuwG4YY7C7rK5C7x8H95ix93qs21TNNCFuT,238193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CGLaAwdZCGkLU6DHfdcNkRGZusapXwaS7yQRy6KBkkSz,EFGL2ftpXbGFLf58a4LYCGVn7xZcDrG3UoHgh9tenEqY,0,0,0,968508402,0,0,0,0,0,0,0,0,0,0,0,128057
CGMgjQjn1CqHfrW7DvH1bxxRR8w5PHaFn6AndY8yvfBX,992S1xN8V4bAsmx8UM2issdKM8hTexZrLbFfhi6n8WLi,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,1
CGSbjmwuPed8LajEBTaVSJohffJWAWTCsz8oGa2WtoA3,DL8YrA14bJxjZdca2wGNAmmsRjcXrh4KRkEYe6bwcd5i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CGUn6RF9tbCCf4C12LSLJ4CPU7WGWLe9nh3gpFCyNv4T,88g9WhX8wmzejdcM6LEc7nwPhTdzBJYGJQGQ8EgLXEzH,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CGUrsL6pzHTV5jfD94d5CTfJgC31PMkYrcTUU5RoJXS6,5s3JUxX7fH2Siz4V3W9tcCg54AddNH3chcPUV8Rwibew,10000014369,0,0,66780468,0,0,0,0,0,0,0,0,0,0,0,18656080
CGWQZEVuPFLC6mxNkM5GSi8t3b8B2GAZfcCg7RRYVB84,7usSLfcvAhde8PTXX8BsqDZjUGF2G2qyQiQfLDXUaDjs,0,0,0,252895734,0,0,0,0,0,0,0,0,0,0,0,7707493
CGXEPM6JMwWeVxVCoev5x44Jn2kaYKcRJZvi2YanXKc3,2PX5eFtDcHQuVqierjjLXDND1ABPW7Tv1FTfj6quhC9f,0,0,0,141349294,0,0,0,0,0,0,0,0,0,0,0,0
CGa8jgAiLRSjdpJcRCBqwKD67jgFF5H8Qs3gm2MGwghN,9dPSQ2KGyJgsPRsxet7ZoVhBJVo3k7Rr6FBSDnzHTV8t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CGarbQpphkTVWxrEhs1vV2F94vi2oongChUDd6HXzYQx,F2v3XU8n5wbqhg4CdU2jaY4rXHQiqkhePJnfnd3gMYJY,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0
CGcnqSHbo1ZaLTBMEjcCeHs3dVQETYQkfup2ShrtDwXk,cJRLj1TTeFzSjwTeF3r4ydNkTVgWHEkcWtdMUYhXDvs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CGcrpkxyx92vjyQApsr1jTN6M5PeERKSEaH1zskzccRG,AMMS71iywhGZJ3Hdb9jJgkT8hRd7E1rPvAbB6vMyfDRL,100000734291,5870279,0,21119954201,1,1,2,0,0,0,200334062,1,0,0,0,571245212826
CGd5HUAH9GGHfY7sb9JyTDr7g2Nhg39FZ5gs9Ury7Enh,8SduG4mj5YAKHXUoJxLJcKWYBEW4eyWz7NGKEFKyPCj9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CGfh8sFP2jx8BQf24PLREH6A7w2xnRubHinSYvHzj5mG,VmyXTCSrVyh8RdhvTP2PGdUFP69gvN6NqFZ3BHZoMHu,365075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CGgbmMjtfgPj4fjcFYa8GSzVYU155u7tcJ2QQYbGBmyK,9RHywwguv9yVRsNUYtrgccrYREsFjMZnhk3uYQMVGA5m,9818100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,289
CGhhYRDjqnF37Ki9xBwWxFbZTupZ7Pz9sNEwBmkt7F3y,ShEiKFw4YkFZY1pojtUBPbwc36wLsnuGa3FpuRkbkvg,24837608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889608867
CGmgWt1Zb6W38n3SR7uXgnMi6oH1GCfNdBTpd17japwr,9hx7XnyAmciKTaBpKMCsry9coCLTScJa98GAkMDAHDPV,14990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
CGoDQpyrizPNVsXDXbdZfrvNaMHTsnUsBwxLEnUnnYEX,9KhJhKKdCuGmfLadxR3Z8iZkevWasHhdarSGBaVMDXb,31416082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
CGp2BQS5vgySstS1LHQh46FmPVNZNv9EcgtaaJo7o1yB,Bj15AJxC22vM6iTBpGRZKXw1Ftc8zNvJaRpjKcmrbJTi,2225400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57840732085
CGqhc8LBwrpqSc9Nud6PNh4qBqcrCSVWLAN9HsvuyhCV,6m3usLWmAwXTCC1LzeDcQ5W5PdsksDZYVvvWgf6ymG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406
CGryujZzmARSs6NeWH3kpSy77LwrpsGJoGgR9i6g58bd,4Mrt7A2veynjFPBMEzrVuVzps9h8HdTUV9GzBNJVVviA,0,0,0,200225849,0,0,0,0,0,0,0,0,0,0,0,0
CGsMm6Pk9EDTnwgTs5bP3gb8QHfrR6vGj6x4Lzn9ibXz,63kdJs3Ura3LBaf4c1rzRf6hZs8sxFKxDAW7GZXTth5X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CH1G8He1qr67QNhhBYDazeaex4PVkmM8MQsyRQEdemxQ,HGk4BG9mQHWnX6GdUjS2gdskXUhQx1VzuHqnbdkKuwhP,5549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4afeXYSf1sc8XxzSoRLpYz7TZFhMVZJTP5Bxh8LV6U,81UCpMMNpC623uYoYgze7SddMCKhQkqRjg4RpUwJUG7U,1589915,0,0,32,0,0,0,0,0,0,0,0,0,0,0,328646
CH6MBvZzUtZhY3QYBzUsnC5kVkW5Xt84CEx5L51ZagzH,8KXsJTgZjdwsLrrkKYc2dfsMMqXSRarrNGxhbUJd9idQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,328945
CH7S1gHY3ExAFMg4wXWjBfzpCPgHhiy6C3WLtwTqb31s,HVn2mh8Eh6mbnEDZpVNdfrGzs9VYDfRGoHmFTzuXAZFv,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
CH8sTB8KNkx4Lm4Uo6QyxPoRoKBrbyJAEBp8u54zHarE,6hEB7Rdsss6wNSamL5PLkmkNQ2K6uimjf8PUhKJ9muFm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717
CH9Q165TeRYj7oRv5DPfD2wFR6fRsoSHsstHVdkSLv9v,DKYE5RYe2jG5JTgi5ppVNVcTmzyXWzXUgrq9iqbjB3cS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
CH9o1E7LNB872coZnd4LZj1ZDfL2hvWhL56jgbsh2v2R,seFFubmvJiZu8czqgeTD1AVfUkPBjs9QcxhRqH33Avs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHHRsUTpL7sTdsHm15pDP8QmiYDydfE445P1Lnh1J7VD,F5ZexYETPyoHMgLYTRhWwxUz7XuuPDJxaYAsyLtkKaLm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHHTxpUvVmWBtyuLH26R1XTEuTgec5VMghsRG8pWMgG1,6Ai55oAirAdUh3MtyEc5C1NHit64h7aknbq3n597tGqp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20198
CHHoNY4kpHbeQptJsXxfh8fEQ1RPXBRuCHfkt5Mt3ozQ,FWqyCbv2Ufp764iGKq9oM4qqJAmKTVSSJ6tfjvnF62Rt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHJJkEGejNFyXwcti3VN8eg2AYcP7pZZKop2hsyNXNBN,82ahWrNx6L73jAvzt4PAv7FuhwSdGqG4KqAZWD2uwEZt,4058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CHJyeBJYrgbCZEc9ij68d19nb8SVGcqeZXuK4V5pGorx,E88iypgoBUpyd7UTwVVZrTrVgtM6ZLwtNjbgjAKJivxB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
CHLo32zzx3FSHSWHizeX7DyVcW1UbPW2BqBNYYQCTHA4,EsSUkb2krsL1pTqBCBHvUntGcc9eFHi2y2wKs6LjJTVG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CHT84wgqHoTYNnBfDWuXYwx4NXDXNp9ihsfV7TkRgXRV,Eggvidy6Hkg5sGG5poiD5XxJ5EiQkbh4kqLSx3xJxxrs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CHTtmSxz4KSHUpKXgLBfFokoaS3axdr7zt4QUryoMeAL,D4oYgbbLcDz3f7QkEdMAH6nhLU8FCUsXEpph6cjwCbks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8081418
CHUQXq4kSCegMFzWzrM5fGQtd56QghmENyeCh4g6uey4,7weLKrpr3SNmbqHz6V3VftWWjWu1g3oZywpgKzFVRARj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHVuYXJw2dLoT6T5eVpg8bGjosQH1188cSnaykRVzoEs,2ZYWWPfs5urJaXVB2kq77sFKBDcANhD5V8FhbvCBH7NV,10849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHcD9NaszX8wpRK3k2nb2KBiDm3Fn87ZEdKzoKPEWZ78,6Ytrbbjt33hCGTnAWewKVoJgUidMbHmw1zJwufr6YMaY,0,0,0,33084348,0,0,0,0,0,0,0,0,0,0,0,33664572
CHcYreAiXsmyMxvbyhGbzmT75Ua82rwLcZZgreBFCGzy,2KQWdJkF2tFj7z4dD4TKnrGYP2K2X1ECEwezVrRiQFpx,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
CHd1fdLjXvFipA5GbMh3acyGY3WNHMUJfNtzWV8bPBBx,3qBxxcTUFcY4VshCvHMdNnJosqD9pjFJbfyxhfmerqTM,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
CHgPpcJebTX1u2Z2DbjenWctvGAFgMJkx1yYixp9w3YC,CLiLq9wF9gmnJimHhPq4WssCVxEaCvdAQSxhCwEuqXGz,630930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188699
CHieZLXdixZMxJkVKvKC23y2JfSi3W2PLPBDJV16W3WB,5tJTux2VaU36KnL83VLWMitWWExWCk2v9AEJ4EbC3nPX,0,0,0,5047409076,0,0,0,0,0,0,0,0,0,0,0,0
CHkXHa1NGzEgx7d6zGc38DQJNSsSTHTrcF7QHY4DUC8s,GXNiTcGk7BYhiqTbX99CjwXYs1wkWHP27TtzGLQ7wXd8,337868,0,0,17939219692,0,0,0,0,0,0,0,0,0,0,0,0
CHnKAhqEdBzhgqK22aitudDQvtdstg68pAb8maAB6o6a,DoiX7j14VTov9iKZ47VsbYoWHAtjJNeV9Lzzv7SD8WKu,723441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100974029
CHoKvMK4ByqE7Jr5cv8r93GkdHfPzGi6envdfhPCzoGa,3wr6taSTMEdDKUej5NWod2uGUC4wutem5dKJjEgEZntD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241430065
CHpkRqmceMZosp445GDWufTXUZETyMEKzvR3X3ZC2e4t,HGw71tYmgzixvJKFrr3733d1PN3wawAYwcqBV1v1sGaT,0,0,0,40519243,0,0,0,0,0,0,0,0,0,0,0,0
CHu5W8dPr5iHWukNwCrDPeBTSzaxaP4T5RyixjXTswMs,GFkZWGzTqNUj7cuQwfA2iSoe6RK8JAY4Hqa2z4uHEFXz,0,0,0,9568697,0,0,0,0,0,0,0,0,0,0,0,2582549
CHvM8ULSGCkMWuk7FobunCQGvcy8kEq6Syms1igopsRX,7k9Aim2PtrfVP4H648soRPYqjLznAV6HwSvunVBCW7PQ,0,0,0,0,0,0,15427013,0,0,0,0,0,0,0,0,0
CHybRaDpj2acUkiqJL3j9jjaHWLJ6g3NWvDjgwTv31SK,FXwhcdcyPXPdpbiJyN72MryRgZzpojzT9uqvPDpZrnF,0,0,0,135499615,0,0,0,0,0,0,0,0,0,0,0,10639418
CJ1SZtheKztmzcG6i5VkhuviWtKG2p8oHjZWewKw4677,GAqiakWyZcn1Cd4SsGaafd2h7psdoqGqit7xbrfbRkpW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22160299
CJ1aq1XotUrXU7xxcxc1tA6BskfJep16v8cpq2qh8KLr,3G1SRQvhiJqmK94LVTkxeuULbg63QMgexbNqUQDEa8ze,522352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ26hdC2BLKF7eUZjntUqC9d1Xfmx5pYNiNs3KFGpGdb,EzLLYHht3Bvs3s1zZrXnKHiekfybq2oq6iSzqyZSqvYR,25094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ5Hqppqw8ARXqCYrHUtjb8vurURSX8mpCPMxXc4iTdE,AzHfKReeHH88H6thQh6KghQx1AdJqfGVmdMNnnUxeuPk,8078927517,0,0,9281366,0,0,0,0,0,0,0,0,0,0,0,0
CJ8qsm3pXADsqp4E1ge7isTAz95cJiUSfDaCauF1p3DX,2Wn46RWzoGkad7juU1JgX7qf5c1ndqpX76eX3rb4Vbcz,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0
CJA9oAVzJjbw7MNkNKEcXGS86FACMoqw5WMmXBj3bcYv,4YQqD8JYnj8YgLrfDPi61oFHnQgm6tFuGzde6ZXNpoxG,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382545497
CJAZshqfBcf162fjeDX4P8qBafkjfFumtq2tprqobLrY,AtieJL2ZsWqUsmJHLTjiU3YGbUPTHDShqSnttFZN5D8L,0,0,0,101298203,0,0,0,0,0,0,0,0,0,0,0,0
CJCD4iBq8TppwpsT2oLLYPZK4qyajGL8cSv4vGZCxa3Q,9JHZF7VDbPuqQAb1yeCgDm1HjPKAgfXPZjYX4iAy55tz,59879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45082
CJD57hXGCwzn59fWF3jVXemd3sSejQKC2SEgmgvyfZPA,Co9PSnqHo86E1BV7QwA98Sntsma9EAyxpe6cBYkNp9Sq,1689337912,6051,83218,2959032617,201848583,0,24108591,0,0,0,0,0,0,0,0,1126628
CJGD1nfftaCph1baRx7RZnAVetnTjiY94DbAQHFGdH8V,Dhw4dhtWQYm5BMLg4viREQnXdJCxthPEVgKuBrZbGFwj,0,0,0,10121359,0,0,0,0,0,0,0,0,0,0,0,0
CJHZX3nPKyQinmAs8cEmpBaogZpstsXTJYU33BFtaLe2,54wDpmu4gitvRNtqZtaysngWT353KuFPAwsDGokBRvcm,776778,45,356,32922674,0,0,0,0,12736,0,94672233,0,0,0,0,0
CJKU4U4dz6TpM2NenSh4mYAhjQYcdFrpu4gfUrXjBgdU,4uxjQCRjd7TssQhe3WGhWihjFcq1kL9iLnRVpiHgkDmx,623458928,0,0,12373203399,0,0,0,0,0,0,0,0,0,0,0,0
CJLqUCiASETypxidS6W8xV1YggJfo8Vpsq8tvTied4Ct,8Bbc2EHzBpVcVPZguKUfyVbiWPFHpSxxwreVYd3ExsZt,2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89355418
CJNfha76U545NGgZQuccX656QwHEvPuMf2veYYcdc7hf,GaYVu6BDzEcTX8HVM8PGd1x1XUWZafVrMzDAe2VgiAAB,3999965,0,0,0,0,0,103280,0,0,0,0,0,0,0,0,149898
CJNsPJoMyX6JQCqa8qs2qS5qmS13wWJ3MaCXbx7WaTD7,Etks8yWemmNsnS3r1s8CmGDqkiW55iepDvHkB59QrgNq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13820
CJP2sRzLCWygqwC1RDHSS5bLb6vBXaWWHq2q12s8C1bn,4mP7yNtruUdajTzE4w9yMipsuc91gTmrHCqWwiHgDh23,24349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJQCApYXpr3kP2bP5c54Vx4GUcq5TmeapM8MrEjqPbvi,4Kdnk9iWj8RuhEVirf9CEddvWBiuYcQkqWHrFf772YSf,42777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
CJQwDXWL1kpf9Mai3bXW5JKAy6oG84hHT1RQ9crR9trW,58DjVFor5dCEfm4PK4dUMkPCa8eCbiJ8w1CEAgSG8f2L,0,0,0,1012989,0,0,0,0,0,0,0,0,0,0,0,0
CJREdVXnAi5ovmWSWsaY4oQ6PdVrEaLguzfborprxdyT,5QCDUj7BYqFhEZhNFMAktfjXkUzoJxjnwyXLN2s9ctKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
CJRYLxcJk2LcVBN4NG68Q7uvFESTUVXyujmJxaLv1Men,CjeRfPno5y989KonAUtpe3zWcm61RfK88kR7quzBSir6,51390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CJWUZYBcK2pCPyBz8oYryuSAnTQrDwb9xaoAQNJLbdBa,9c4CCpby6aSRzwNbojY4cugYzgWGfWZsBcdhzTX8aKAe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CJWxtdoSEfR35LnbQonaSowjJTm5xBRsqsdbfpGf6Fbh,9QQp71FVU7cj2FKb7AWukzQknx5YZ3GqpGoe7PXxctAy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17224973
CJYu76Av1BPb8DjVDSsHtfDvYwXMFnsnRGqmh59nsdFe,HrBRQxqxJuuwWGP2xNjYvvAVoYdM6LF5MMQokYg57pyW,0,0,80691,0,0,0,0,0,0,0,0,0,0,0,0,296327
CJZfEEDaf9N7Yoof7pSxx7JjrKKs21fJv7qsxkykkdoj,8pFnkBAPYMZUPqihuYfy4U7jZWHYRNytb7TGwg8kuuvp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2505374
CJeUvCHnu38LXxacDWArA9dHHmqoaeiAEeXx58zhxtu5,3pe49cUnRa6cSPHAys6sumCnzVGPTk2WuS64afYh553A,601363,0,0,0,0,0,0,0,0,0,12439659040,0,0,0,0,0
CJeWoNzCs8MKHeKv5yk2LY2sieHwZtmtFe4cq9BmvPzn,AgyhmLgoY44TKJuzh3WnbWi6UinKB735nBg3WW7PP5tR,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0
CJjNSXJ1hCnjdBZh5nMcNp1TPmWv1gd5d4iL3rPVWmni,7gb3dKUPepkomqeMeMbpx74rRSFRW9DVANH6dxWYCUVo,267760,0,0,1507,0,33561,0,0,0,0,0,0,0,0,0,279880
CJk2WtyxuZGoRv9mFJWcjJdqucAWMmTbqa31ufwra71w,AdgUiKvxNRnYZ6Cc77PXDiFZFahJAGjYd2Vfzrj5U2B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CJmSYApzty4PKzXMJ63bntEBWdfw7kYi9Fni8KypiFah,CW4RFz1E7GdurUWqxosMK5VTKT93L7Qc4Zb1MXnTpnJP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CJmh53jpqifSyiDV35W9pGJoorepimv43Q2d5nXZLyxZ,3gKRQcfUwihLNRArWim4U9o7DnLacNoMhrv2N33nJJoC,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1078
CJoAFirLtUAVoehDeRz5VmEw2QAWPEvwvtxUY4TX18Rm,5yPGvUz6JWKjkViGwTCpygJii1rP2xv5yx146ULtBiYq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CJoLyD7N6PUeSGuKLVRuRDqTAuUmYf8oW3vhzfnTPT8Z,6nzwkmrzYGKpzX1EdPUn9HnAFLgG1MVxrtkDHcqDBLDq,0,0,0,30389448,0,0,0,0,0,0,0,0,0,0,0,0
