account,owner,MNGO,BTC,ETH,SOL,USDT,SRM,RAY,COPE,FTT,ADA,MSOL,BNB,AVAX,LUNA,GMT,USDC
M4GJA6AxgVcKnHWYa732tQNryFvusa5eggVNfWRx9WK,fdhjLHQHMLVe4Atw7XyAwgJrdXennuktJP3akUWv7WS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596260850
M6JxMaVxnHiLoLaapmeCX9kS1d8NakULXYZqwN2k5pR,BwqijxZriQpHj9WMqcAhPSv6HdW7SFfYhDDc4Jt64sCf,532463643,0,0,2698075,0,0,0,0,0,0,0,0,0,0,0,0
M8LVqv33qMqFeZPLt8Kpt5RrP9UHdBjbuz24kmVg5k8,5HoPZAk6uh1t6PDJvB2jJA1qFXTXLfGpVjLjHECR8NVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
M9NVVwQnoy9XooLit6kufLioi43pYJL9WCCAeXdcaXF,8VeHiSWBHmysWiXsWfp9koNWww57PNP7Vya4Ybr9LeFb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8097139
M9Nm3NBh1zjvvZJBkU6YyJHfi6gyVxwbxd8YQSNj39t,3JrXLGhDEAkamuT5ekfhnqmY5npfdWNKzX7GVLRMQ6oz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MAANXK6HZhBMjK6GuVY6yjqahCPuqjBqXvgckTMMDx2,52eV3zwsCBbV1b4qp2DHhmJmgcHGbAm85HsT3YzvX8qh,0,0,0,101215458,0,0,0,0,0,0,0,0,0,0,0,0
MHkobgdiFq2uJr1Rm4h3Bx2Jx1n6cD5eTYAYBn66ows,2dtBpfD1WYHoYCDoKjshf1yPNnA9jiEfSPhoMqNsxsBC,0,0,0,1012494611,0,0,0,0,0,0,0,0,0,0,0,0
MJ1Gw2xFy8WQMDhYjfP1V1SSumwZu66sK8EZQ9MhzA9,G8g4E3VZYJ4kLc7UwDHqMkif3aEYpFduaaK6kNe4RQRn,61536,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
MPVUErY23jXpHAigQZwyeReBWGpUMQ5USCKUVczSjy8,2x2JgeYYiqqmKqbjck18xJnog9tbErPy4hiAvSen5FUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7519541500
MQK4WzZdAfi7nVzGVk2PetNLV4kdD5BNYwacTPPVxqm,8cXAnowZuN2CLQ78fU88zXq1zVAMJquiVygnKnCCS5mL,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MTAri5ANXWwefwx87Wuehm2D79yuq3gGiMs6KnWTDsy,9nADcZVJSxrRH3Dd6sov2bLePQ53Q2Cc48rbDQpFmvbe,0,0,0,506478,0,0,0,0,0,0,0,0,0,0,0,0
MYJnFokyZUJnwZeW1UddtUoeUeXkgnS4fhihUaQTnXX,5o8DW7xyVGAzmdSFk5fZkLnJiYAehaBhYAKFAAgTnVLr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MakV7C9byf9brj3AMj5Pg4rRu7b6hzY3t2iF5mE8JUD,7g1yBYswNbsWrXPbT5MaHhyKUJFmq7iW5miToZrUKVHw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083
Mc9sCKGxsYwzbKn4DZ9S6NfHjNw19pgy9LkUBthm8X8,4BP8VQSASt1p9VEpoKNk3VrHRsFnMf6oJ46SRVyVfmMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50455461
MghUhDkUeYcnD7bcGdQFMkVMyzbU5w5Tah959FgWg7Y,4oC3cAVfWFSeLPYiZbXmZL9B1XG6YAWaCqNUqtaYJAYN,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
MgmKi875TyhH1xjmRvj3mXcJuvih1oLh3qXcPerpy9a,JDHsQgtAvBdSt2vL84j1nja4sBVa2nLEmTMzeANXTQsK,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,366
Mi5bDRZ2npVgQMYFkBpNott4zZX4o57EGcoHcMMBJmc,CLiLq9wF9gmnJimHhPq4WssCVxEaCvdAQSxhCwEuqXGz,383626,0,0,49575112,0,0,18953,0,0,0,0,0,0,0,0,53
Mv6dtYDwpAy1UnqLL7JqWqw68TbpLpMwz6E5WZdXvVC,B7GzF8AbHUrzbNiq8hk3FNzgxsvACXXzhgLKEDnKKMQJ,0,0,0,5064849,0,0,0,0,0,0,0,0,0,0,0,0
MwsuURoHAjRSE8Jo2L4e52uFezUmYfvEAm6Dq7KmVH8,7nwcegyucpuLWwVKTiDDrLGkCQ87whtJ8TZ5FeeK6mQH,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,2399
MzJq1vuCQpiNN1yDQ1d9Mt5fpnEWS8DittVtREtVgP6,Dv9sMPGby8MYRHAtAGq2ANnPzktoE4oWbokR1THxQyrg,0,0,0,20259621,0,0,0,0,0,0,0,0,0,0,0,15798511
N19nJNmM58yKdmotouZtfg5eVy4CBu16sjp6oYN51xj,4yC1q1mH4QrcHCyx9j3QDSpfwxME1NCcnULpjGyTw6Xi,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106678
N1SFzYxhNW9hvrpM9ayHiW7FenFFmAnPGd27xLoWmfM,DvNEtxo1WcpsxxAtaMFFiRK4U5A2xCJ6yNggjg63oSXo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
N2eQmukZNmbkD5sPKTBiR8ajAtX18mZi5HbgGH2vfJi,FtX77ptpseJTdgbJgD7cwFaeHVmKVvPnDdvjHfTwQEwb,10031910689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62602
N33iTdB7mYeUwgBwJMMYNa28XQuktcDmmcPVDh2WxzV,37YVQ2fUyLip15CR4nsS3xXMdW6294RxBLuErMUhsxjZ,0,0,0,570360006,0,0,0,0,0,0,0,0,0,0,0,0
N4ifPZqy2vC9pdrWcvssHMpipXnUkos2U3CnmfWCKwH,EeSQDZqEKFFZm7gncf1X52spA4c4YyG82p2WZJdHSgsW,3054999987,0,0,128,613268,0,0,0,0,0,0,0,0,0,0,138650317
N4ww4wdWFSQ1bKhwEEz4XhfzeNksWBjuEDDpk9TzQYn,3K9yVWU1sJugMc5mzkxaMwLrhc82Rx5yHqqj3fcKxpND,21988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N6uzad5rCCFC8ZhMsVtPGY8U2wTUf1RxoPts4KsV8iN,DARdkqrdwRYarYmND1XnjvgsHQKyi8jcvrzXsB1DvY7R,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0
N8eyUVhebkDj112TvbSvyQZCPSfZPCLgoydJfRz5sGw,ARcSeHfseT2u1Qz6g3czMndza5C1ofv7fBnbCewKX3RV,1300000000,23,0,0,0,19748,30,0,0,0,1001499490,0,0,0,0,2
NARrThmUBZpPsBKg573hTgVUSjrALWcYeuLYGtj9vjg,qjC6m7D8WAw7w1iARJP7fFoFhPkUckpmKUVzfacB7Pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NCW9hH4K3KG5NP6t4mwcVvo1yYZw74CeV89Csc8k5m2,6oi13fqhm6YFSqutbKRYsxK1rzxor9qcQS8cMoaGa2Pk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104689
NCfWnP2NjJbMFL3KsfJJhyMqiakmwRxdLcUZwzofUe4,ECWtwxXeGnRpjVvzvLpFq8nMXzGHgWATznB3y7f5RnFh,0,1,0,100383033,0,0,0,0,0,0,0,0,0,0,0,6642460
NDBT5eWzNTEeEeAWmU3KCe8DQDHgAvse7aybHr57ReS,47jaDEFKtdPoU19hV2JoZx2fLvoacKMUCfXHaP3nagFQ,9441,0,0,268665,769188,0,0,0,0,0,0,0,0,0,0,0
NDrHoKppPutGnzzkuAha6eCfcXToTx3WD788jPFxHoa,8qkXLp66MjmNH5pHeLioCzouSmyu8gAiAzWXJMqUNjX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NHPjxTdkmRqtnaaEdnL9iFHebWBkQqhku84L7SUF23S,J9kBP9acABHYhZL578RUqPaWiP9gqSCuWTkbqKwbqKrW,0,0,0,28004618,0,0,0,0,0,0,0,0,0,0,0,0
NLixX3F5jtHYmNt9gLBKUHKMVNnq4PnHPdvz6Ls9HFB,7Bpte9KFX8Wd9vqha6GmskySjMCNc3UWVCgaCjdThjg7,0,0,0,859562668,0,0,0,0,0,0,0,0,0,0,0,0
NN5sUvFeSFGDQM1GN8E1tVgz8HuxoHu7H9yndX5BbQa,CvU1hyGhjrm4NoqRnnJtWaot19SozCprw7adFvHP3kzv,1059570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
NSNajzXiayqjc4rira7kaJjtN6gL6QyTCHJxEnX57zw,FKV5WxDkozM2LPSbNxxeCFn9nUDGgkv18gj8hsbFHBCV,0,0,0,10129794,0,0,0,0,0,0,0,0,0,0,0,0
NWKp9mMzAEm4EpaxZwUemqpc3TjYSx9qTW4m7r2dcus,2mwoFHxmKU2MTTTMxsvwred5siE4P6FgyHaB9Mp2Hbqr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
NWwH6GdyQvtrAJoSgqhstGJRsVB82NJ2tkvWJVwZJsu,4wuFasEXB95sVAgFZaj9ZL1QxyJdUjVhGdJA1LtYBTin,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nb1VzAcZ6eqdQBfGK1qSL2CAJDvx3THY7X7WaSBCu9V,FBJkhi7jqP2V3k9MZ4fBwx1Cht4AGc1GJ37CfFWDV7oJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nbj3UrpHPrLNmsQz5zxNWWgSZ3gxUWMg2oUqCWMB6s7,5rQUAEQPbzyiHvBnT46vqJYEF6LoUWvmzEqRunoNdjtw,0,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0
NhBGov58V2jPYRm64QJhgYyuPbEMU2FXP1XLjZE9HZp,2bCBdPDHXGotiPphaAXK9a17GHUp9tcEkpAoin5kifJV,1911964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546744
NkRLT2vESgSA67je6yGof24fYJvT99u9uQB8DHu1d6b,3oCGE2uFh3Gph8DTFJVuJ7gqUukxCPpVM1rjtZGvKC99,0,0,0,118924823,0,0,0,0,0,0,0,0,0,0,0,0
NkmyywG2dZzor79dGiFQC7ZR6cK5dgfCBHrwy5NGBqR,3DchNzdMRDZve4vigJhpuahW3dJ5DMSji9HNFpkHB4NQ,0,0,0,101282,0,0,0,0,0,0,0,0,0,0,0,0
NkxhyR2d7DX9P5p2pUhQrbAG4tUhD3XeSvR2jD128c6,2VovQkD2Y2bDzjfmc1bruxZ2k2mfc38C1MHsFn2teYHX,0,0,0,35156799,0,0,0,0,0,0,0,0,0,0,0,0
NmzfwqmeVz8EwyrztyFCu9KcA1GzQFRo7v6TZKbC1uc,DvubPpEGskB7U4UpswauprWPugKfhMEWnVywrqefgsZg,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63644
No3yvDQcxwCgjpt4rcj41gZSxa5Smw9E6thr5DxXDWU,9ntowqFD77ytvLotyDrr3CmVFrKZCAUejFvfa2iiUeko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490
NovSzWpKQwZwtg7uR5QCeXznVGCecvZoVCq7ZgiYPhc,7TLm9hAgqbZ9vAFETwUCtQ2ghHq3J8SXbD6jUwZdWJnZ,41,0,0,0,0,0,50178,0,0,0,0,0,0,0,0,490767
Nqb83VRcqS81StTiRN9k2pqWK18XJCC6oP7JvK7yUzV,2XQH7EQSyT1k58wQpJVhnmV2UuW5aFz3BuSWczHa9BiG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447171447
NsC4mQEgUC8Cyu7vwjwatTGQ72wxCxndgpDA9pvQPPH,8fhmDWBt6acQQJxTkCVJHQ7simucp63an9w5yRdepcTk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219
Nv1c3DoMcgjTCEM6j7QYVQgVxukndPXtjFMzLi8uhJ2,EXryg8pi2dwFCfBvxnhPVt7TRV3LqEnmvPCkhizFHnVZ,0,0,0,207494130,0,0,0,0,0,0,0,0,0,0,0,0
NwJrQWptH4k2jxgS3W295vVDwnU2HfYswZjjye3Tyyw,9nB2cFaAXjnkcpdJifV3rKiDHnG5urEPa3HRXicvCDay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8017976
NyrU3qmz1N837a24B8mUA9nYUb4abdHSsdD9X9bcKm5,GdvGSANTkPGsCDCtq7C7gy6PLDemKySkfnisB1xHkeua,77520,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
P1EGQ7vz7mYdNgm2J6ANtiSsbpTHbFdvGwgAiMAQquR,6QhGSoaMTLpgHpmwCrRPrQ21eNUD7tgrqBQ3TdM4b5UB,1771790,0,0,812444515,0,0,0,0,0,0,0,0,0,0,0,2244002
P4ZNYf7fvH2XxUDfCMXd4Bup3iYQ6pPk9CLGNF6Jxze,B4DfgEd6881Q9HhhATkEvRJjovZtVSE9oXw1TNZfRPkg,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
P69NTSCMF397M1TuTqs6otLBwpUV5QitZUYwsKBzNL5,8ePDLAk8dr2bFq374hFnNSecpFQh58Pd5KDGRerHdj6k,741413,95,0,0,22,0,0,0,72789,0,0,0,0,0,0,108484
PBnjVBKZ3AEkPNuS6ck2NoaU9mJoqXkoZf2ZjPiFK53,HpDZjmFjig9c5aMACuXY5pFrxv3vvnQFQYuWzSyvqjiW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097
PEthB22KafsACeAFR2G7pFQv9DCh6nLJyzBuz9nWEEM,33FfMYzFoHrV8oqSua45aHPemkgk2oQjN4oZsihiPqSX,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1036884927
PKAiqUVy5koztxiqiZfgNVnyN9R14EkZ9VVbtnifTfT,38bFyzqwGBRYVAgFsNLjtpAxa4mX7ajyvUFJXfDhPdJH,537377290,0,0,4861642,0,3231663,0,0,0,0,0,0,0,0,0,4723922
PKus5otH6eqT66NQyczTG2478mAEjhxHRouFssNtF3N,LeZoouV3pnzYApSwAFeB7iBhosD51XfWs4AHTBaUCo1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLMFk1egFPtB8rdYac4EzMhFGixMCiuqnLbYz99pk9B,8YLkLELMjwHWz47H7SsrVSAETXMjQVuR2NJ16rjFPEVg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4602
PRtjf4odvDEdwCkQAUPi7bHipyBz69D9XQtiDGFZTDF,484MoZTv9EEeGcVG4jwEaSHyXDxUWPC89NKLpVqAxnb8,12222311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSSWLtzHauUSCZVyw2WM9DuJVe5NmhWrefA36rdFMLJ,AZLWxtzMToq196i6tdG8dF7ehRQH5N8dYAxFxHeYKHno,0,0,0,0,0,0,43089069,0,0,0,0,0,0,0,0,0
PT9i89XqW5BzFra4zacsaYqG9NpwW1aaLXZbmz4muMW,HGmhADKfT5ysPvF4YCxe8jJj5zQN1FvTbPVY43tXoJDW,92695310,0,0,833,0,0,0,0,0,0,0,0,0,0,0,7644582658
PWvKLb8cT9moxR6yYUSJNWT5YhxcMVukAEza9SRufig,BWZcqt571hu9jzxWnEsWfrW6zKK7sEknrKz2txZ5vJLs,0,0,0,2052,0,0,0,0,0,0,0,0,0,0,0,0
PYYWay4NSqUAqoqXQs1bu5DFQ9SwUfsuGVc8ozUnGnM,8qJ3hex1Yn5JE3mLsP6aTQYETs8b9D54LEvcEXmK8g5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10075398
PZZ22Wj7kRUx5Bm2eUqERWt1DKA7YaTf5QRqQbWerMC,7CSCMFa9W52tBDVUbXbc3woAy3GByeA1wPJdp3MgznPa,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Penaiw9Cuns8EgTT42fRbNzEW3uqzZwCHKsTv55TRJy,EkTuGJFG4upFR8XBEkFvsXb6s4SN18rS86fWjt7cDBGu,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529863
Pg6sWLnozufazW7nRYSfLE9CVDhmxpZxJ7LY7BLnS8E,4BN5xCUHCz5cMTAKW5c6LJaEgaR477D6P8Nzt4nb24gz,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,243
PhY4CWWQMQuSA2U1bGZTsz3vYbZVwdKyGzR7upYpLRF,7MnjgW76v4XnxQ25RVVQEc7Qu6mp3QazFL1RgEuWqogQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PhiKY3utPUoAgSa4M4tmGZhkvp49KHjokdfhnuUL2qq,B9KiiJoiJoJGG66DArz3kTYwCpJWiiS9egHsrpZLK5LR,0,0,0,7248,0,0,0,0,0,0,0,0,0,0,0,0
PkoNmJUBVEnwZv6pnbj7snYoesiBnX6CTVSZkj4LhTX,G2i2bXfbJMjyimmMybRdC6h4AuU1VpnibVyQ82gh1kwJ,0,0,0,33757055,0,0,0,0,0,0,0,0,0,0,0,0
PmkfFiFUeihxeHoQ3LBB7PhnJcGYCPMWDQw61DeQwvD,88txk16CoXpZ9HLuc35dPEfizK2hGAgCm27M8xxBrTUz,4210910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PngiR51atEjJxEXQbA2cdVttzpMQmTU5qRoCkwbbnBW,FRoUfaqa2DK6WiyPbDwnCbHyqjpt2vzDLnnz1jn639bt,0,0,0,202511802,0,0,0,0,0,0,0,0,0,0,0,0
PpiZ5jHpcuMypJvFC3ApZtQ6pAQX1eqnqtDm8Uf5NkS,6nhsFo7Zyt2uYk3rEkMQPxCZu6di6ksLC436DSEfbR34,0,0,0,10102,0,0,0,0,0,0,0,0,0,0,0,0
PpsLKSv1Zd75TV2byq7Y7GrtCPVWrphruB4i9oUkSj8,5c8XFJ9g8aGms1DhFEKcC25AjZwdxsq8DjuyPjmq85wk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psx8mbFgV188FgyGVJKsjAdRGxW9EYNokCotTrgxqvC,5UCKwkf6t2jGmyfZxdfWkfauuTCJubS272L2RMbWUuHR,0,0,0,37033194,0,0,0,0,0,0,0,0,0,0,0,291
PveZrRsG7h9eCbkpArBsGfYpG2jcVqWEqdYAmtUmGTE,Gh3RmXNJYQ7gDrwuwYKpLj2vajEpB7RKLVDyXVq5xDrV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PwDZUGdPMapUYrKyjY71FQPZ1aLgNtSsQnPxGZX76s7,6nGzYMz7nDZ1J5GbjzcrYyhxvxoaw2dAf31UCdGc3je,41,0,0,35452212,0,0,62,0,0,0,0,0,0,0,0,0
Q7DfmGBeUmcLtKwWgc7S6sCoWA6P1EvEF7YCzQZ4TNC,MQzoW3Ae6tjDb7817dr3pgdonkzm6vQnnZodDvtpKhf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Q9fRKPUubjceE9n8yjXCpy2rbhdFpRo6e7Cv2AR6fbT,66E1yQTRwTuVSNKstjCwe7ETrXQufrFifF7kjmjti1Dp,0,0,0,69567543,0,0,0,0,0,0,0,0,0,0,0,0
QAx55uY43W4K1zrKxSFDVUzJ12KFkXt2XcWVZ8rgh7C,33a3429cDEvBEwo42uyK7qqJyz8pgREbR8YWAHi1GGki,0,0,0,1009149871,0,0,0,0,0,0,0,0,0,0,0,135220841
QCrfTrMJm1QG232PH95hJpYEUpQfvCQSaWwNCeDmc5b,9rH45FYbf8gHaFpH51bVoVAbm8S9RxDj8fcu9EejLfHc,0,0,0,1012604,0,0,0,0,0,0,0,0,0,0,0,35
QKc7HWohuWZHsi1UFBf2APFn4drWsZFpN3Th4zB9yDo,Bw4Aw1aJDs4XezjwBGEXTDcLzAFYCxq4BFDSjYiQaMAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2479
QPPDKLGvtMC5uuNGwuXJW6RW9QaPyX3RU2nJHjTmujM,Hn2PgRrJDG5s7S3FDMWeTYEXcj4TaKE6MAJ1hb1U3mog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QTjowZecGH7kSiQkpFREDThMf8bQeqTaCm1EzQt7rHB,9EomM1YK5XCQE4aprZAG5phgZ57uLucu1v81h5iNpccj,350995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QWuganqnNndB99SVXarUX5osP3Pg2DkYbtsBTwetLHD,7eoXq54KqdcBMVoz7fPvG6rtpvDLQeiA5XFco8XB5aXs,0,0,0,0,0,0,7661,0,0,0,0,0,0,0,0,0
QXcJ4kSQ8yEVwUk1KuJzm6wfVjBmAEuSLUGMzLv2aVM,4iZ9NeBvE4Y18LFDeDNFc4pePme9BchCFTGha9kk5gC7,3373921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876377003
QYFkxhuaUvq2amixQ84zC43BKVwvPm5A5JiKo5zX5GM,Cat7WHs2fz2mqagdP3vpVAgWPkyMjbz4tBxGLU7Jvymr,0,0,0,17350,0,0,0,0,0,0,0,0,0,0,0,0
QYfukCFMP2wUHtnv9R8mATSC82gyMZJbYkneVJEDiSC,J9AywqWwYJnXfAafVX3UQc1t7SmAEqKk8RgZCQEfDdmS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601
QZ4Q2V1he2ZCYWmCbq7qoTkvYTtwHDRAWdoXGV2ivor,H2M1vELLnRSEATaqtbnWGJZGofwPqYoM5z8TwVxziZv,0,0,0,10134,0,0,0,0,0,0,0,0,0,0,0,0
QekPubbzeGAgzszCdDxYg7wt1DuH6rQ2tmCBJ19HZHx,3CiwrNXCQrf1ScCoFgtLEJSDpbjfpWTdjQWb6KdjyUro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Qi1NYew4RRaffXf4tyLYiRVbe3tbo6vLjndJpgcq1Ha,38Fj4f1WUbJYbBY8KLPfrvp4wXwLGpNS24DpfN9tRqSM,169451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3780
QijDM9a9g6d1uHDw4p2cKhwXvNX5FV4Y8hYxCbhpBeg,EwFizJdWSCKUV75UQoW9rs8vjPt3nDwrFnYSSy1rQYFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961
QmVBHFCZcyncjr9e92xGcbuDku3hiGp8RXYp6Wi5srw,AG6wNNV9ZMibvRYCRgKAxFThmTQXMyTG4qSGrm8UHHZd,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QpJN4a5gKsdKuQxgNYuU6tuGv4tdNf6TVaGNrwcfrWw,A5GbCmY5FqmdxNhMaJNHt6h8Wg3w7d4B1icjyUDj1z25,18551,0,0,646023,0,0,0,0,0,0,0,0,0,0,0,0
Qsjn2iLdvPEsXFWQ7pgXzXXto9k1jZnbTpUHfWAKNYV,5dMpgdzjJWjwXLcz1hkSKJ3y8m4KVhyd85ybUVTUpeAt,0,0,0,1008915,0,0,0,0,0,0,0,0,0,0,0,0
QtSQGMn13rGZvS7T9oYtkvczLXp81evEiWRgdamji9F,pWHFVKjgd9Sd2ziXZsMG5eVXMrNLG9m4SBucE4duCbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7847
QvefA6TFF1pu6C2KJP23SyUXMHHEUCjMNCBdioKcHRS,D75w8YTXgBNxgENeP7seQ8wSUHQEbP36wKQBrvAkqFhS,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,0,0
R138hvrrMvhqcMe71TtnCehxhk5dFFZhbsjyXVamnZ4,7fbJtnGEodt6FLx6GsUzUPt8oekswsomcP844eEEhmgU,1102140,0,0,0,0,0,0,0,138404,0,0,0,0,0,0,4975149964
R1SgvxttPY9LgSkNieThF9czFvhjuSscmcTNwravfbe,CouXWGiJFwD3Tuw5Vj8frECvVYy5kHQDZQJCbmJmJhkj,362673,0,193,32,0,0,0,0,0,0,0,0,0,0,0,2
RDLmk9NVbx9tp2yNi4sVTSQuQGczceJWeeRakshgkEv,GK82ynqBybCnSie548CoURsbrndN9eMZXPEunZnhsvHy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163369
REWaAayNvCL3MYSRZPE81SXaGmGAvLa4p76kWSQvV7R,DpdzTPtWkGZZwC5WVyLgBqD3bmbjHNp1DpTjtbbfNii2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8044529
RGzayMizeabxee45bV8i8uLiCWefj6nxq96ba3P7MuH,9FKra9oNwtnEdbSp5CP7LntVPb6LM5anK25GFfXQAxBm,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
RJHWtDn6G7iFbg559qkg7e2U1D9vnTPhsV335AanooN,BbshgphJfX5QdcTUUUidMCgdfxkLYNJeSLDj1uN2e9y6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
RJY8fogs8L2wWEcfHu19yDwFiJvqdf6aTbXQETAv6JZ,DdX4L4EzLYr4Q6hp8ssBdtR9mMnosEutwCxy7UtbCBME,0,0,0,1012989,0,0,0,0,0,0,0,0,0,0,0,0
RL5Ckf6eyFVrnqtNTZxkUcLVcBUWEnY2btwLVF7fxvQ,FXi1zuwPCEdeBLnCQ1vooRaVTLAbNnK9UE24CwHXpqJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395
RMDEXFexmvyz1RX8dsopAKBLcaZG8hCxtiGd3R81y6d,toakSWxfPivAwiPoBfjpGg8T6h7957iiDaLgUYFHUtB,0,0,0,8553527,0,0,0,0,0,0,0,0,0,0,0,0
RMLqithW1hHqf7DsU6X6EZRXVgJeSUfRKy5xa5khX9s,oscNofcLRbBkT2GcSZNjiKnQriuT4qyhcckMoTuJo53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RMYcdGwsEZEbAEEz511cZvRakJQBvdNGWYznxA1Jb9o,2d6EJRkwmVcruDiR19kYrw5CqzJPNayxTJcrveNqmhsH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617417
RREStiN4KsK7e62XeCB6yHoUW5TGetzxdufDTY7Ky2D,9LoXaUQav7XRQndyrJLoprMkn7UWhPEwZpmQMUvMEvoE,0,0,0,0,0,5123,0,0,0,0,0,0,0,0,0,127
RbpZCPJTvhJGVUioVuGQFyYeAxtP1THRAn9Q9Mcyb1e,7WZz8QHAHK6LevbKw6BYKnSV6ZKZBjZHVeHSHEfsr8BM,3740611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RciK16HyTsVHZbohjuLdyAqf6QxNPxjq4atvjvZckPG,8xMkbWh6vGjAPkoDjQjNQik68VUYWkkqEVgu8R7AZ6Ju,357082,0,0,32,0,0,65129,0,0,0,0,0,0,0,0,379408040
RfszozPRQYmMgXt4geNkL42BVhKyXg1Ep82gwFPeTZy,56NuZ9sVfmiUfYALJFGngFmMCBCsxknk8k4ZT2qYKUP2,0,0,0,1533093104,0,0,0,0,0,0,0,0,0,0,0,0
Riqnji3n59yVUd55roUVnfAu7vKQVeK6B9TmV512khZ,BvKf6GWi91tmrgdyjyV6EJQwHdEPPZand4qhstJY63J5,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RjCSRJj2mc9Z3rtN2Lz3TbziPH22gG6UCJ2w9jcx4eW,iV7vmGKBfBAi7ex8bUG2ZSyfN6aHg4vn1EBU8TCqimY,264654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ro39j3uSeamqcQoAg624kKCEvDmTcXFenGbN3pjwALB,BZG65XmkiR899uN9K25vcNe5TVCjKiYCavzXqZjDsjLX,248007,0,0,406106446,0,0,0,0,0,0,0,0,0,0,0,0
RpVJ6qt7k3ZS68LV1rWGKkZ7GGvkCg7okajwdQaLgJ3,Eey8rnDLZQ2S4w7Bo3G3d7kXPKBLdgWuNHQwa1mTVGEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
